sentence_id; toponyms_list; nearby_abbreviations 
11952; Нюхча, Почтового Тракта, Мал, Большая Гандосельга;  
11953; Нюхча, Почтового Тракта;  
11954; Нюхча, Яванручей;  
11955; Щучьего озера, Белое море, Травяной Ручей, Венюхручей, Большой Венихручей;  
11956; Щучьего озера, Белое море, Травяной Ручей, Венюхручей, Большой Венюхручей;  
11957; Нюхча, Малого Венюхручья;  
11958; Братникова, Братинькова, Гора;  
11959; Нюхча, Верхним Островом;  
11960; Нюхча, Бабкиной горушке;  
11961; Нюхча, Виручья;  
11962; Нюхча, Малой Мелёщинки;  
11963; Нюхча;  
11964; Нюхча;  
11965; Нюхча;  
11966; Белого моря, Нюхчи;  
11967; Нюхча;  
11968; Покосы, Белого моря;  
11969; Белого моря;  
11970; Нюхча, Нюхча, Верховье, Большой Посад, Куток;  
11971; Нюхча, Нюхча, Нижний, Средний Посад;  
11972; Голыш, Ламбаслудой;  
11973; Ухта, Большой Мох;  
11974; Ухта;  
11975; Подсюрежного Болота, Нюхча, Вирменский ручей, Вильменский Ручей;  
11976; Подсюрежного Болота, Нюхча, Вильменский Ручей;  
11977; Подсюрежного Болота, Нюхча, Вильменский Ручей;  
11978; Нюхча;  
11979; Нюхча;  
11980; Касельский Мох;  
11981; Нюхча, Игнашиха;  
11982; Нюхча, Игнашиха;  
11983; Нюхча;  
11984; Руйга, Руйгозеро;  
11985; Вёхручья;  
11986; Руйга;  
11987; Малым Вирандозером;  
11988; Нюхча;  
11989; Белом море, Нюхча, Колежме, Вороньи;  
11990; Нюхча, Морских Порогов;  
11991; Нюхча, Вирминского, Нюхчу, Нюхча;  
11992; Нюхча, Косой Корги;  
11993; Нюхча;  
11994; Нюхча;  
11995; ;  
11996; Нюхча;  
11997; Нюхча, Бол, Ваньгозеро;  
11998; Нюхча;  
11999; Кривым Порогом;  
12000; Нюхча;  
12001; Нюхча, Нюхча;  
12002; Нюхча;  
12003; Белого моря, Лодручья;  
12004; Вильморучьём, Нюхча;  
12005; Белого моря, Вардегоры;  
12006; Белого моря, Вардиянаволок, Руйга, Вардегоры;  
12007; Нюхча, Вардегоры;  
12008; Караканки;  
12009; Нюхча, Высокого Бора, Святой горы;  
12010; Нюхча, Виручья, Нюхча;  
12011; Мяндогоры;  
12012; Нюхча, Верховьем, Малым Посадом;  
12013; Сотницком, Малого Посада;  
12014; Нюхча, Нюхча;  
12015; Нюхчу, Нюхча;  
12016; Нюхча, Нюхча;  
12017; Верхнем Острове;  
12018; Нюхча;  
12019; Нюхча;  
12020; Белом море, Нюхча, Колежма;  
12021; Уккозеро;  
12022; Уккозеро;  
12023; Алёнкина Гора;  
12024; Нюхча;  
12025; Нюхча;  
12026; Оштамозеро;  
12027; Белого моря, Вехручья;  
12028; Тиньгасгубу, Белого моря, Ручей;  
12029; Нюхча, Вёхручей;  
12030; Белого моря, Гурьи;  
12031; Белого моря, Руйга;  
12032; Белого моря, залива Гурьи;  
12033; Белом море, Нюхча;  
12034; Луда, Белом море, Нюхча;  
12035; Белого моря, Нюхча;  
12036; Боры, Гавозеро;  
12037; Гавозером, Гавручьём;  
12038; Верховья;  
12039; Руйгозере;  
12040; Руйгозеро;  
12041; Нюхча, Берегу Белого моря, Нюхча;  
12042; Нюхча, Уккозеро, Гуляево;  
12043; Нюхча, Каменного ручья;  
12044; Белого моря, Руйга, Руйга;  
12045; Нюхча, Алексеево;  
12046; Нюхча, Оштамозеро, Гремучий;  
12047; Нюхча, Оштамозеро;  
12048; Святой горе;  
12049; Нюхча, Оштамозеро;  
12050; Голец, Нюхча, Оштамозеро;  
12051; Белого моря, Нюхча;  
12052; Нюхча;  
12053; Верховья;  
12054; р. Нюхча, Гавручья;  
12055; Нюхча, Караканках;  
12056; Гандоселья;  
12057; Вишгора;  
12058; Верхний Остров, Варзанка;  
12059; Яванручья, Безымянного ручья;  
12060; Гавручья, Нюхча, Гавозеру;  
12061; Чугомох;  
12062; Нюхча, Игнашиха;  
12063; Нюхча;  
12064; Гавозера, Нюхча;  
12065; Нюхчу, Заручьем, Малым Посадом, Малого Посада;  
12066; Нюхчу, Заручьем, Малым Посадом, Малого Посада, Гринькин ручей;  
12067; Нюхча;  
12068; Нюхча, Поморья;  
12069; Нюхча;  
12070; Нюхча;  
12071; Нюхча;  
12072; Нюхча;  
12073; Ухта;  
12074; Мыс Руйгозера;  
12075; Сюрьгой;  
12076; Нюхча, Дедовой Горой;  
12077; Двинскую Губу, Двинская губа, Саруцкая губа, Саручья, Архангельской областью;  
12078; Двинскую Губу, Саручье;  
12079; Белого моря, Двинской Губе;  
12080; Белого моря, Двинской Губе;  
12081; Белого моря, Нюхча, Саруцкой губы, Кустов наволок, Варничного наволока;  
12082; Белого моря, Нюхча, Саруцкой губы, Кустов наволок, Варничного наволока;  
12083; Руйга;  
12084; Белого моря, Саручей, Нюхчи, Унежмы;  
12085; Нюхча, Нюхча;  
12086; Нюхча, Дедовой Горе;  
12087; Нюхча;  
12088; Нюхча, Дедовой Горой, Дедов ручей;  
12089; Дедова озера, Тимофеев ручей;  
12090; Малого Посада;  
12091; Нюхча;  
12092; Белое море, Яковлевская;  
12093; Белого моря;  
12094; Руйга;  
12095; Руйга, Залива;  
12096; Нюхча, Ермовочной Рады;  
12097; Нюхча;  
12098; Руйгозера;  
12099; Верхний Мяндогорский Мох;  
12100; Игнашиха;  
12101; Игнашиха;  
12102; Нюхча;  
12103; Нюхча, Игнашиха;  
12104; Кутка, Малая Игнашиха;  
12105; Нюхча;  
12106; Белое море, Зацерковную губу;  
12107; Святой Горы;  
12108; Белого моря, Нюхча;  
12109; Губа Белого моря, Нюхча;  
12110; Нюхча, Зачерково;  
12111; Белом море, Нюхча, Луда;  
12112; Белолго моря;  
12113; Белого моря;  
12114; Белого моря, Руйга;  
12115; Нюхча, Вирминского ручья;  
12116; Нюхча, Оштамозеро;  
12117; Нюхча;  
12118; ;  
12119; Заячка, Нюхча, Оштамозеро;  
12120; Виручей, Виручейского мха;  
12121; Вижгоре;  
12122; Ухта;  
12123; Рощелья;  
12124; Зимник, Белого моря;  
12125; Нюхча;  
12126; Нюхча, Большим Посадом, Мельницей, Верховья, Зайкух ручей;  
12127; Руйга, Руйга;  
12128; Белое море;  
12129; Нюхча, Закорожного ручья;  
12130; Нюхча, Черничное, Песчаное, Чёрнокрайнее, Кривое, Глухое;  
12131; Нюхча, Черничное, Песчаное, Чёрнокрайнее, Кривое, Глухое;  
12132; Нюхча;  
12133; Заручья;  
12134; Малым посадом, Чёрной Грязью;  
12135; Нюхча, Нюхча, Малого посада;  
12136; Нюхча;  
12137; Нюхча;  
12138; Нюхча, Верхнего Острова, Нюхча;  
12139; Ягнашиха;  
12140; Болото;  
12141; Вардегорском Мху, Белое море;  
12142; Вардегоры, Нюхча;  
12143; Нюхча;  
12144; Камручья;  
12145; Кимруцкого мха, Белое море;  
12146; Нюхча;  
12147; Нюхча, Нюхча;  
12148; Белого моря, Кимручья;  
12149; Камручья;  
12150; Руйга, Вардегорского мха, Белое море;  
12151; Руйга;  
12152; Карасьих;  
12153; Белое море, Капустин мох;  
12154; Руйга, Ригпорога;  
12155; Нюхча;  
12156; Руйга;  
12157; Белом море, Руйга;  
12158; Белом море, Нюхча;  
12159; Нюхча;  
12160; Кимгоры, Нюхча;  
12161; Белом море, Нюхча, Колежма, Нюхча;  
12162; Белом море, Нюхча, Колежма, Нюхча;  
12163; Белом море, Руйга, Колежма;  
12164; Белом море, Руйга, Колежма;  
12165; Белом море, Руйга, Колежма;  
12166; Белого моря, Вардегоры, Вардегора;  
12167; Верховьем;  
12168; Нюхча, Корехострова;  
12169; ;  
12170; Нюхча;  
12171; Кутка;  
12172; Пастбище, Нюхча;  
12173; Нюхча, Падун;  
12174; Нюхча;  
12175; Нюхча, Лысая гора;  
12176; Пономариха, Нюхча;  
12177; Пилозером, Мал. Сеньгозером;  
12178; ;  
12179; ;  
12180; Нюхча;  
12181; Колоколенно;  
12182; Нюхча, Монастырщиной;  
12183; Чугомох;  
12184; Сивозерка, Гавручей;  
12185; Верхнего Мяндогорского Мха, Большой Венюхручей;  
12186; Белого моря, Нюхча;  
12187; Белого моря, Нюхча;  
12188; Белого моря, Нюхча;  
12189; Белого моря, Нюхча;  
12190; Белого моря, Бережнуха, Середня Гора;  
12191; Белого моря, Бережнуха, Середня Гора;  
12192; Кутке, Каски;  
12193; Тереба;  
12194; Нюхча, Кутком;  
12195; Нюхча, Кутком;  
12196; Нюхча, Святой Горы;  
12197; Кокручья, Нюхча;  
12198; Нюхча, Нижней Моршихиной Лахте;  
12199; Нюхча, Нижней Моршихиной Лахте;  
12200; Нюхча, Карельские;  
12201; Нюхча, Малом Посаде;  
12202; Нюхча;  
12203; Нюхча;  
12204; Касельга, Каселья;  
12205; Нюхча;  
12206; Нюхча, Собачьим озером, Кошачьим озером, Собачье озеро;  
12207; р. Нюхча, Морского Порога, Нюхча;  
12208; Фадеевым островом, Нюхча;  
12209; Озёр;  
12210; Посадском Мху, Нюхча;  
12211; р. Нюхча, Большой Стороне;  
12212; Нюхча, Нюхча;  
12213; Белого моря, Кокручей;  
12214; Каламинском болоте, Коломенские;  
12215; Каламинсом болоте, Нюхча, Коломенские;  
12216; р. Нюхча, Муромпорога, Кунопацкого ручья;  
12217; Нюхча;  
12218; Нюхча;  
12219; Нюхча, Большой Стороне;  
12220; Малом Посаде, Карельских, Малом Посаде;  
12221; Нюхча, Верховье;  
12222; Нюхча;  
12223; Нюхча;  
12224; Большого мха, Белое море;  
12225; Нюхча;  
12226; Нюхча, Кутка, Коровник;  
12227; Нюхча, Кутка, Коровник;  
12228; Валдогорой, Нюхча;  
12229; Белого моря, Кокручья;  
12230; Нюхча;  
12231; Белом море, Нюхчи, Кирбостров;  
12232; Белом море, Нюхчи, Кирбостров;  
12233; Кирбостров;  
12234; Нюхча, Каменного Ручья;  
12235; Нюхча;  
12236; Нюхча;  
12237; р. Нюхча, Кунопачий Ручей;  
12238; Нюхча, Нюхча, Кунопацким ручьем;  
12239; Нюхча, Нюхча, Кунопацким ручьем;  
12240; Белом море, Нюхча;  
12241; ;  
12242; Нюхча, Кимгоры;  
12243; Белом море, Нюхча, Нюхчей, Унежмой, Нюхчей, Карелии, Великую вараку, Корепалкой;  
12244; Белом море, Нюхча, Бол;  
12245; Нюхча;  
12246; Речка, Вяга, Оштамозеро;  
12247; Руйга, Лебяжьей Лахты;  
12248; Руйга;  
12249; луд Ракушки;  
12250; Белом море, Нюхча;  
12251; Ламбаслуда, Ламбаслава;  
12252; Нюхча, Нилакса;  
12253; Белое море, Варничный Наволок;  
12254; Белого моря, Нюхча;  
12255; Нюхча, Ви;  
12256; Нюхча, Ви;  
12257; Нюхча, Ухты, Нюхчу;  
12258; Нюхча, Падун, Падунец;  
12259; Руйгозера;  
12260; Нюхча, Лебяжьего озера;  
12261; Нюхча;  
12262; Верхний мох;  
12263; Вардегоры;  
12264; Руйга;  
12265; Белом море, Нюхча, Колежме;  
12266; Белом море, Нюхча;  
12267; Вёхруцкую губу, Белого моря, Вёхручья;  
12268; Белом море, Унежма, Большая Корьеполка;  
12269; Нюхча;  
12270; Нюхча, Нюхча, Масельского Плёса;  
12271; Нюхча, Нюхча, Масельского плёса;  
12272; Нюхча;  
12273; Нюхча, Малой Стороне, Карельские, Сотниковы, Титовы, Кичигины, Мо, Семёновы, Соловецкого монастыря, Карельских;  
12274; Нюхча, Остречье;  
12275; Нюхча, Уккозеро;  
12276; Нюхча, Уккозеро, Маленга;  
12277; Нюхча, Уккозеро;  
12278; Верховья;  
12279; Малой Стороне, Малым посадом, Заручьем, Никольская церковь;  
12280; Нюхча, Микольской Горой;  
12281; Нюхча;  
12282; Нюхча, Большой Святой Горой;  
12283; Нюхча, Нюхча, Малый Посад, Заручей;  
12284; Нюхча, Нюхча;  
12285; Нюхча, Заручья;  
12286; Нюхча, Нюхча;  
12287; Малого Посада, Заручья;  
12288; Нюхча, Сосняк;  
12289; Нюхча, Сосняк;  
12290; Нюхча, Корехострова;  
12291; Нюхчи;  
12292; Малым Посадом, Соловецкого монастыря;  
12293; Нюхча, Нюхча;  
12294; Нюхча, Верхним Островом;  
12295; Посадского мха, Нюхча;  
12296; Нюхча, Малого Венюхручья;  
12297; Нюхча, Большой Гандосельей;  
12298; Сеннуха;  
12299; Кокручей;  
12300; Кокручей;  
12301; Ручей, Ухта;  
12302; Руйгозере;  
12303; Нюхча;  
12304; Морского порога, Нюхчи;  
12305; Кевятозеро;  
12306; Маникостров, Белом море;  
12307; Белом море, Колежма, Кондострова, Кондостров;  
12308; Белом море, Сорока;  
12309; Lehonranda;  
12310; Машозеро, Коверолампи;  
12311; Шуезеро, Афонино, Loparit, Vieressä, Troičča;  
12312; Шуезеро;  
12313; Тунгуда;  
12314; Шуезеро;  
12315; Ниеми;  
12316; Муезера, Ушково;  
12317; Ушково, Шуезеро;  
12318; Зимнее;  
12319; Летнее, Ristilahenranda;  
12320; Toravuara;  
12321; Пабережье;  
12322; Поле;  
12323; Пабережье;  
12324; Пабережье;  
12325; Пабережье;  
12326; Пабережья, Медвежьегорск;  
12327; Пабережья, Кефтеницы, Пабережье;  
12328; Пабережье;  
12329; Пабережье;  
12330; Поле, Пабережье;  
12331; Плавнику, Пабережье;  
12332; губе Святуха, Пабережье;  
12333; Покос, Медвежьегорск;  
12334; Поле, Плавнику;  
12335; Пабережье;  
12336; Поляна, Пабережье;  
12337; Наволок, Пабережье;  
12338; Кажма, Пабережья, Святуха;  
12339; Поляна, Плавника;  
12340; Пабережье;  
12341; Пабережье;  
12342; Басына Нива;  
12343; Пабережье;  
12344; Пабережья;  
12345; Пабережье;  
12346; Святуха, Пабережье;  
12347; Пабережье;  
12348; Пабережье;  
12349; Сбятуха, Плавнику;  
12350; Пабережье;  
12351; Пабережье;  
12352; Святуха, Пабережье;  
12353; Пабережье, Плавника;  
12354; Пабережье;  
12355; Пабережья;  
12356; Пабережье;  
12357; Покос, Пабережье;  
12358; ;  
12359; Пожня;  
12360; заливе Святуха, Пабережье;  
12361; Пабережье;  
12362; Пабережье;  
12363; Пабережье;  
12364; Пожня;  
12365; Часовня за Плавником;  
12366; Пабережья;  
12367; Пабережья;  
12368; Пабережье;  
12369; Ганьковщины;  
12370; Пабережья, Плавнику;  
12371; Фешково;  
12372; Пожня;  
12373; Пабережье;  
12374; Пабережья;  
12375; Пабережье;  
12376; Пабережья, Сигово;  
12377; ;  
12378; Пабережье;  
12379; Пабережье;  
12380; Кефтеньгубы, Кефтеницы;  
12381; Покос;  
12382; Кефтеницы;  
12383; Покос;  
12384; Большое болото;  
12385; Кефтеницы;  
12386; Пожня;  
12387; Кефтеницы;  
12388; ;  
12389; Ладмозера, Диановых Гор;  
12390; Вороньей горы;  
12391; Первой Кондейки, Кефтеньгубы;  
12392; Залив Кефтеньгубы, Мурайгубы;  
12393; Кефтеньгубы, Мурайгубы;  
12394; Галгубы;  
12395; Рыбное место, Кефтеньгубе;  
12396; Кефтеньгубе, Кефтеницы;  
12397; Кефтеницы, Кефтеньгубе, Воронья гора, Гороховой горы;  
12398; Распуткино;  
12399; Кефтеницы;  
12400; Кефтеницы;  
12401; Нутро;  
12402; Бывшее поле, Кефтеницы;  
12403; Покос, Ближних Теребов;  
12404; Кефтеницы;  
12405; Кефтеницы;  
12406; Часовня Егория Свет Храброго;  
12407; Гороховых гор;  
12408; Покос;  
12409; Кефтеньгубе;  
12410; Покос;  
12411; Кефтеньгубы;  
12412; Кефтеньгубы;  
12413; Поляна, Кефтеньгубы;  
12414; Кажмы;  
12415; Речка, Есино, Есинское русло;  
12416; Губа, Онежском озере, Есино, Кефтеницы, Сигово, Сигово;  
12417; Покос;  
12418; Кефтеницы;  
12419; Покос, Кефтеницы;  
12420; Кефтеницы;  
12421; Поле;  
12422; Кажма;  
12423; Покос, Кефтеницы, Кефтеньгубы;  
12424; ;  
12425; Кефтеницы;  
12426; Кефтеницы;  
12427; Кефтеньгубы;  
12428; Кефтеньгубы, Лапотнему камню;  
12429; Скалы, Кефтеницы, Кефтеньгубы;  
12430; Кефтеницы;  
12431; Кефтеньгубы, Кефтеницы;  
12432; Кефтеницы, Кефтеньгубы;  
12433; Кефтеницы;  
12434; Кефтеницы;  
12435; Покос, Лазаревщиной;  
12436; Залив Кефтеньгубы;  
12437; Кефтеницы;  
12438; ;  
12439; Кефтеньгубы, Кефтеницы;  
12440; Поле;  
12441; ;  
12442; Ямино;  
12443; Покос;  
12444; ;  
12445; Покос, Кефтеницы, Теребами;  
12446; Кефтеньгубе;  
12447; Залив Кефтеньгубы, Развильной губы;  
12448; Кефтеньгубе, Кефтеницы;  
12449; ;  
12450; Обод;  
12451; Залив Кефтеньгубы, Галгубы;  
12452; Кефтеницы;  
12453; Покос;  
12454; Кефтеницы;  
12455; Навание, Дементьевщина;  
12456; ;  
12457; Скалы, Кефтеньгубы;  
12458; Кефтеницы;  
12459; Кефтеницы;  
12460; ;  
12461; Покос;  
12462; Поляна, Кнфтеницы, Кефтеньгубы;  
12463; ;  
12464; Распуткино;  
12465; Лапотним камнем;  
12466; Кефтеньгубы;  
12467; Кефтеньгубе;  
12468; ;  
12469; Покос, Кефтеницы, Егория;  
12470; Кефтеницы, Кефтеньгубы;  
12471; Покос, Олешняги;  
12472; Кефтеньгубы;  
12473; Кефтеньгубы, Кефтеницы;  
12474; Кефтеньгубе;  
12475; Кефтенецком;  
12476; ;  
12477; Пожня;  
12478; Ладмозеро, Ладмозеро, Чайкиного острова;  
12479; Ладмозеро;  
12480; Скала, Ладмозеро, Черкасы;  
12481; Ладмозеро;  
12482; Ладмозеро;  
12483; Глухого озера, Ладмозера;  
12484; Ладмозеро;  
12485; Ладмозеро;  
12486; Ладмозеро, Демидовщины;  
12487; Ладмозера;  
12488; Ладмозеро;  
12489; Ладмозеро;  
12490; Пожня, Ладмозеро, Кислой губы;  
12491; Ладмозеро;  
12492; Кажма;  
12493; Уницкой губой, Кебтеньгубой;  
12494; Ладмозеро;  
12495; Ладмозеро;  
12496; Ладмозера;  
12497; Перевозник, Ладмозеро;  
12498; Ладмозеро;  
12499; Мерде, Ладмозеро;  
12500; Ладмозеро, Мунареки;  
12501; Ладмозеро;  
12502; Пожня, Ладмозеро, Черкасы;  
12503; Пожня, Ладмозеро, Дружковщиной;  
12504; Ладмозеро;  
12505; Ладмозера;  
12506; Кефтеньгубой, Ладмозером;  
12507; Ладмозеро;  
12508; Ладмозеро;  
12509; Ладмозеро;  
12510; Ладмозеро;  
12511; Ладмозеро;  
12512; Ладмозеро;  
12513; Ладмозеро;  
12514; Ладмозеро, Ладмозеро;  
12515; Ладмозера, Ладмозеро;  
12516; Ладмозеро;  
12517; Ладмозеро;  
12518; Ладмозеро;  
12519; Ладмозеро;  
12520; Ладмозеро;  
12521; Ладмозера;  
12522; Ладмозера;  
12523; Ладмозера;  
12524; Ладмозера, Белого острова;  
12525; Ладмозере;  
12526; Ладмозере, Варгубы;  
12527; Ладмозеро;  
12528; Кажма;  
12529; губе Святуха, Пабережье;  
12530; заливе Святуха, Пабережье;  
12531; Святуха Онежского озера, Кажма;  
12532; Дианова Гора;  
12533; ;  
12534; губе Святуха, Кажма;  
12535; Ладмозером, Сарозером;  
12536; Святуха;  
12537; Кобыльгоры, Ванчозеро, Космозеро;  
12538; Кажма, Онежское озеро, залив Святуха;  
12539; Верх, Шуньга;  
12540; Вершуньга;  
12541; Клешово, Якшино, Вершуньга;  
12542; заливе Святуха, Верх, Шуньга;  
12543; Шуньгской губе, Пажострова;  
12544; Верх, Шуньга, Буйносово;  
12545; Верх, Шуньга;  
12546; Святуха;  
12547; Буйносово;  
12548; Верх, Шуньга;  
12549; Верх, Шуньга;  
12550; Верх, Шуньга;  
12551; Гридинщина, Верх, Шуньга;  
12552; Клешово, Вершуньга;  
12553; Клюшово;  
12554; Северного поля, Клюшово;  
12555; Клюшово;  
12556; Клюшово;  
12557; Клешово, Вершуньга;  
12558; Святуха, Буева Наволока;  
12559; Вершуньга, Кандоска;  
12560; Святуха, Баева Наволока;  
12561; Клюшово;  
12562; Клюшово;  
12563; Клюшово;  
12564; Клюшово;  
12565; Клешово, Вершуньга;  
12566; Вершуньга;  
12567; Полянка, Клюшово;  
12568; Северным полем, Клюшово;  
12569; Клюшово;  
12570; Северного поля, Клюшово;  
12571; Клюшово;  
12572; Клюшово;  
12573; Клюшово;  
12574; Полянка, Северного поля, Клюшово;  
12575; Клюшово, Святуха;  
12576; Клюшово;  
12577; Клюшово;  
12578; Клюшово;  
12579; Клюшово;  
12580; Вершуньга;  
12581; Вершуньга;  
12582; Вершуньга;  
12583; Рогатковщина;  
12584; Фокино;  
12585; Вершуньга, Якшино;  
12586; Вершуньга;  
12587; Вершуньга;  
12588; Вершуньга, Якшино;  
12589; Вершуньга, Гридивщина;  
12590; Вершуньга;  
12591; Вершуньга;  
12592; Вершуньга;  
12593; Вершуньга;  
12594; Святуха, Вершуньга;  
12595; губе Святуха, Кажма;  
12596; Вершуньга;  
12597; Покос;  
12598; Вершуньга, Чайкиного острова;  
12599; Боьшая Святуха, Вершуньга;  
12600; Вершуньга;  
12601; Вершуньга;  
12602; Вершуньга;  
12603; Вершуньга;  
12604; Вершуньга;  
12605; Святуха, Вершуньга;  
12606; Вершуньга;  
12607; Губа залива Святуха;  
12608; Грибное место, Святуха;  
12609; Вершуньги;  
12610; Вершуньга;  
12611; Вершуньга;  
12612; Вершуньга;  
12613; Вершуньге;  
12614; Вершуньга;  
12615; Вершуньга;  
12616; губы Святуха, Вершуньги;  
12617; Церковной губе, Вершуньга;  
12618; губе Святуха, Вершуньга;  
12619; Святуха;  
12620; Кажма;  
12621; Кажма;  
12622; Поле;  
12623; Бережская;  
12624; Бережская;  
12625; ;  
12626; Поле;  
12627; Поле;  
12628; Поле;  
12629; Бережская, Региматка, Бережской;  
12630; Ванчезере, Лебяжьих островов;  
12631; Ванчозеро;  
12632; Ванчозеро;  
12633; Кажма;  
12634; Ванчозера;  
12635; Ванчозеро;  
12636; Ванчозера, Кажма;  
12637; Ванчозеро;  
12638; Ванчозере;  
12639; Варнежгубы;  
12640; Ванчозеро;  
12641; Дедовой губы;  
12642; Каблукова, Ванчозера;  
12643; Ванчозеро, Мудайгубы;  
12644; Ванчозере;  
12645; Варнежгубы;  
12646; Ванчозеро;  
12647; Ванчозеро;  
12648; Ванчозеро, Кажма;  
12649; Важмозеро, Варнежгубу, Ванчозеро;  
12650; Ванчозере;  
12651; Ванчозере, Яма;  
12652; Ванчозеро, Васильевского острова;  
12653; Ванчозера;  
12654; Ванчозера;  
12655; Ванчозеро;  
12656; Ванчозере;  
12657; Ванчозеро;  
12658; Мягрозеро;  
12659; Мягрозеро;  
12660; Ванчозеро;  
12661; Верх, Мягрозеро;  
12662; Верх, Мягрозеро;  
12663; Ванчозеро;  
12664; Верхнее Мягрозеро, Нижнее Мягрозеро;  
12665; Мост через Черную речку;  
12666; Луда, Цингострова;  
12667; Цингостров;  
12668; Ступино, Матренино;  
12669; Медвежьегорску;  
12670; Пастбище, Медвежьегорску;  
12671; Горская;  
12672; Губа озера Космозеро, Вехламбы;  
12673; Костино;  
12674; Космозеро;  
12675; Костино;  
12676; Вороньего острова;  
12677; Космозеро, Горская;  
12678; Космозеро, Горская;  
12679; Костино, Космозеро;  
12680; Костино;  
12681; Космозеро, Тягострова;  
12682; Горская;  
12683; Космозеро, Кажма;  
12684; Костино;  
12685; Костино, Космозером;  
12686; Горская;  
12687; Костино;  
12688; ;  
12689; Кажмы, Космозера;  
12690; Космозеро, Кажма;  
12691; Костино;  
12692; Космозера;  
12693; Костино;  
12694; Космозеро;  
12695; Костино;  
12696; Троицкого кладбища;  
12697; Космозеро, Горская;  
12698; кладбище Троица;  
12699; Костино, Кажма, Великая Губа;  
12700; Уница;  
12701; Дианова Гора;  
12702; Дианова Гора;  
12703; Дианова Гора;  
12704; Сигово;  
12705; Верхнее поле;  
12706; Повенецком заливе, Сигово;  
12707; Сигово, Шуньгу;  
12708; Красного поля;  
12709; ;  
12710; Повенецком заливе, Сигово;  
12711; Наволок, Сигово;  
12712; Сигово;  
12713; ;  
12714; Сигово;  
12715; Сигово;  
12716; Лес, Мироновцы, Ивнаволок;  
12717; Сигово;  
12718; Сигово;  
12719; Сигово;  
12720; Поле;  
12721; Сигово;  
12722; Сигово;  
12723; Повенецком заливе, Федотово, Кефтеньгубы;  
12724; Пожня;  
12725; Сигово;  
12726; Сигово;  
12727; Сигово;  
12728; Сигово;  
12729; Сигово;  
12730; Покос, Есино;  
12731; Есино, Кажмой;  
12732; Часовня Варвары Великомученицы, Есино;  
12733; Поляна, Есино;  
12734; Есино;  
12735; Кажма;  
12736; Есино;  
12737; Болото, Пабережье;  
12738; Есино;  
12739; Речка, Есино, Кефтенецкое русло;  
12740; Есино;  
12741; Есино;  
12742; Покос, Есино;  
12743; Есино;  
12744; Покос, Есино;  
12745; Бор, Есино;  
12746; Поляна, Кефтеньгубы;  
12747; Поле, Есино;  
12748; Покос, Есино;  
12749; Есино;  
12750; Есино;  
12751; Есино;  
12752; Поле, Есино;  
12753; Есино;  
12754; Поляна, Есино;  
12755; Поле, Есино;  
12756; Есино;  
12757; Покос, Есино;  
12758; Бор, Есино;  
12759; Покос, Есино;  
12760; Поле, Есино;  
12761; Есино;  
12762; Покос, Есино;  
12763; Мельница, Есино;  
12764; Ключок;  
12765; Покос, Есино;  
12766; Поля, Есино;  
12767; Есино;  
12768; Кажма;  
12769; Кажмы, Пабережье;  
12770; Есино;  
12771; Кажмы, Черкасской дороге;  
12772; Кажмы, Черкасы;  
12773; Кажма;  
12774; Святуха Онежского озера, Кажма;  
12775; Кажма;  
12776; Кажмы, Пабережье;  
12777; Кажма;  
12778; Кажма;  
12779; Кажмы, Костино;  
12780; Медвежьегорск, Кажма;  
12781; Кажмы;  
12782; Кажма;  
12783; Кажма;  
12784; Кажма;  
12785; Кажемка, Кажма;  
12786; Кажма;  
12787; Кажма, Космозера, Малая Святуха;  
12788; Кажма;  
12789; Губа;  
12790; Кажмы;  
12791; Вирма;  
12792; ;  
12793; ;  
12794; Вирма;  
12795; Виремскую губу, Вирма;  
12796; Виремскую губу, Беломорск, Вирма, Кумжозеро;  
12797; Виремскую губу, Белого моря, Кумжручья, Малый Павручей;  
12798; Виремской губы, Крестовый Мох;  
12799; Виремской губе, Вирмы;  
12800; Кумжручья, Кумжострова;  
12801; Виремской губе, Кумжостровом;  
12802; Виремской губе, Кумжострова;  
12803; Виремской губе, Еловцем, Березовцем;  
12804; Вирма;  
12805; Вирма, Мал. Вабострова;  
12806; Виремской губы, Сухое;  
12807; Вирма, Сухое;  
12808; Кузгуба, Виремская, Ламбостровом;  
12809; Ламбостровки;  
12810; Вирма, Варбостров;  
12811; Сумострова, Воротня;  
12812; Вирма, Сумской губы, Сенокосы;  
12813; Сумостров;  
12814; Сумострова;  
12815; Сумостров;  
12816; Сумостров;  
12817; Сумострова;  
12818; Сумострова;  
12819; Сумострова;  
12820; Сумострова;  
12821; Сумострова;  
12822; Сумской губы;  
12823; Сумской губы, Латнаволок;  
12824; Сумской губе, Телячьи, мыса Терехова;  
12825; Сумострова, Турий;  
12826; Сумострова;  
12827; Сумострова, Турий;  
12828; Виремской губы, Вирмы;  
12829; Виремской губы, Тобручьем;  
12830; Сумострова;  
12831; Сумострова;  
12832; Болото;  
12833; Сумскому Посаду;  
12834; мыса Веревки, Сумострова;  
12835; Латнаволока, Сумскую губу;  
12836; Вирмы;  
12837; Виремской губы, Сумской стороне, Сумскому Посаду;  
12838; Сумской губы, Телячьих островов;  
12839; Виремской губы;  
12840; Виремской губе, Вирмы, Сосновцы;  
12841; Виремской губе, Черного ручья;  
12842; Виремской губе, Варничным;  
