sentence_id; toponyms_list; nearby_abbreviations 
10933; Фоймогуба;  
10934; Пожня;  
10935; Фоймогуба;  
10936; Путкозере, Кярзино;  
10937; Патрово, Исаковским ручьём;  
10938; Ушково;  
10939; Залив оз, Муезеро; оз 
10940; Охта, Муезеро; р, оз 
10941; Ушково, Niškašuari; оз, д 
10942; Oстров, Mуезеро, D'oučenkoški; оз, с 
10943; Ушково; д, лес 
10944; Охта, Riihivuorand'ärvi; р, оз 
10945; Муезеро, Афонино; оз, д 
10946; Ушково; д 
10947; Муезеро; оз 
10948; Ушково; д 
10949; Залив оз, Ушково; оз, д 
10950; Ушково; д 
10951; Ушково; д 
10952; Ушково; оз, д 
10953; Муезеро, Ушково, Lyhytšuari; оз, д, с 
10954; Ушково, Чуруж; д, у 
10955; р. Охта, Ушково; р, д 
10956; Ушково; оз, к 
10957; ;  
10958; Troičanšuari;  
10959; Длинный берег, Муезеро, Randa-aho; берег, оз 
10960; Муезеро, Лехта; оз, д 
10961; Randa-aho;  
10962; Залив оз, Муезеро, Лехты; оз 
10963; Ушково; д 
10964; Залив оз, Муезеро, Derevn'a; оз, к, с 
10965; Mыс, Муезеро, Hipanšuari; оз, с 
10966; Муезеро; оз 
10967; Ушково; д 
10968; Ушково; д 
10969; Ушково; д 
10970; Ушково; д 
10971; Муезеро; оз 
10972; Муезеро; оз 
10973; Маленький остров, Муезеро, Ушково; оз, д 
10974; Ушково; д 
10975; Ушково; д 
10976; St'opananlambi; оз 
10977; Ушково, Муезеро; д, оз 
10978; Муезеро, Ушково, Савелию; оз, д 
10979; р. Охта; р 
10980; Ушково; д 
10981; Ушково, Ушково, Кевятозеро; к, д 
10982; Ушково; д 
10983; Ушково; д 
10984; Болото, Ушково; д, с, оз 
10985; Ушково; д 
10986; Ушково; д 
10987; Залив, Муезеро; оз 
10988; Ушково; д 
10989; Залив оз, Муезеро; оз 
10990; Ушково, Кемской межи, Таркозеро; д 
10991; Мыс оз, Муезеро; оз 
10992; Ушково;  
10993; Ушково, Tiitanoja, Tiitanšuari; д, с 
10994; Tiitanlakši, Муезеро; оз 
10995; Залив оз, Муезеро, Ушково, Кевятозера; оз, д 
10996; Муезеро, Abajalambi;  
10997; Tiitanlakši;  
10998; Ушково; д 
10999; Муезеро, Točanniemi; оз 
11000; Муезеро, Ушково берегу; оз, д, кар 
11001; Остров Троица, Муезеро, Троицкая церковь, УПТК; оз, с 
11002; Ушково; д 
11003; Муезеро, Ушково, Раньше; оз, д, кар 
11004; Troičanšuari, Ушково; д 
11005; Муезеро, Važenšuari; оз, с 
11006; р. Охта; порог, р 
11007; Охта, Ушково; р, д 
11008; Воинга; оз 
11009; Воингозеро, Ушково; оз, д 
11010; Ушково; д 
11011; Ушково; д 
11012; Ушково; д 
11013; Муезеро, Ушково, Кевятозеро, ИВФ; оз, о, д 
11014; Фоймогубы; к, с 
11015; Спировки, Спировки; к 
11016; Фоймогуба;  
11017; Болотина, Тявзинской дороге, Ступенчатой щельгой;  
11018; Покос;  
11019; Путкозера, Патрово; у 
11020; Патрово, Пертозер;  
11021; Большим Запором;  
11022; Патрово, Большим Ободом, Онежино;  
11023; Фоймогуба;  
11024; Спировкой, Кондезером, Спировки, Шурф, Спировки, Фоймогубы; к 
11025; Патрово;  
11026; Миронковская;  
11027; Фоймогуба;  
11028; Мост через реку Путку, Коммуна;  
11029; Полянка, Фоймогубы; к, с 
11030; Фоймогубы; к, с 
11031; Фоймогубы; к, с 
11032; Патрово, Андреевка; д 
11033; Патрово, Андреевки;  
11034; Фоймогубе;  
11035; Фоймогубе; берег 
11036; Фоймогуба;  
11037; Покос, Фоймогубы; к 
11038; Фоймогуба;  
11039; Фоймогуба; д 
11040; Гижозера; у 
11041; Ступенчатой Щельгой, Кобыльим Бором;  
11042; Фоймогуба;  
11043; Харлово, Патрово, Коммунского моста;  
11044; Фоймогуба;  
11045; Корюшим носом, Партносом, Путкозере;  
11046; Фоймогубу, Патрово, Погост, Кярзино;  
11047; Патровского бора; у 
11048; Фоймогуба; м, к 
11049; Путкозере, Гречушной;  
11050; Путкозера, Патровской луды;  
11051; Патрово;  
11052; Путкозеро, Патрово, Покос; к 
11053; Полянки, Фоймогуба; к 
11054; Полянка, Фоймогуба; к, д 
11055; Фоймогуба;  
11056; Фоймогуба; д 
11057; Патрово;  
11058; Фоймогуба;  
11059; Патрово, Кобыльего озера; у 
11060; Фоймогуба; д 
11061; Фоймогуба; д 
11062; Фоймогуба; д 
11063; Фоймогуба, Кобыльим ручьём; д 
11064; Сафьянницы;  
11065; Фоймогуба; к, д 
11066; Кярзино; к 
11067; Северная; с 
11068; Hobieni;  
11069; Ahvenšuari; у 
11070; Koveralambi, Берёзовое; с, оз 
11071; Берёзово; оз 
11072; Берёзово; оз 
11073; Kodišuo;  
11074; Kuužengid'ogi; р 
11075; Берёзово; д 
11076; Берёзово, Верхняя, Нижняя Куженга, Куженга, Kuužengid'ogi; д, с 
11077; Берёзово; д 
11078; Перти, Берёзово, Химлесхоза; д 
11079; Тунгудское, Бохта; оз, р 
11080; Лукин остров; о 
11081; Берёзово; д 
11082; Берёзово, Alimmaini Diälambi, Kuohuizd'ärvi; д 
11083; Берёзово; д 
11084; Берёзовое; оз 
11085; Šuarend'ogi, Берёзовое; р, оз 
11086; Markkozenvuarand'ärvi; оз 
11087; ;  
11088; Берёзово; д 
11089; Лукин, Kuomenanperä;  
11090; Лукин остров;  
11091; Берёзово, Берёзовое; д, оз 
11092; Скалистый мыс, Берёзовое оз. Markkozenvuarand'ärvi; мыс, оз 
11093; Hobieni;  
11094; Берёзово; д 
11095; Tagalambi;  
11096; Берёзово, Häkkipuu; д 
11097; Берёзово, Iivanoja; д 
11098; Берёзовое, Марковского озера; д 
11099; Берёзово; д 
11100; Берёзово; д 
11101; Берёзовое, Берёзовое, Марковское; оз, с 
11102; Берёзовое; оз 
11103; Берёзовое, Берёзово; оз, д 
11104; Залив, Берёзовое; оз 
11105; Kangašlambi; оз 
11106; Берёзовое, Берёзово; оз, д 
11107; Лукин Остров;  
11108; Лукин Остров; о 
11109; Лукин Остров;  
11110; Лукин Остров; о 
11111; Берёзово; д 
11112; Берёзово; дом, д 
11113; Средняя Куженга, Берёзово; д 
11114; Alini Perttijärvi; оз 
11115; Марковское, Серноярви, Viirund'ärvi, ГГИ;  
11116; Берёзово, Markizenvuara; д, г 
11117; Ruvašuo, Берёзово; д 
11118; Берёзовое, Марковское;  
11119; Каменное, Берёзово; д 
11120; Скалистый берег, Берёзовое, Берёзово; берег, с, оз, д 
11121; Kivinenä, Берёзово; д 
11122; Берёзово; д, у 
11123; Лукин Остров;  
11124; Лукин Осрова;  
11125; Берёзово; д 
11126; Лукин Остров; о 
11127; Берёзовое; оз 
11128; Берёзово; д 
11129; Берёзово; д 
11130; Залив, Берёзовое, Kondieniemi; оз, с 
11131; Мысок, Берёзовое; оз 
11132; Берёзовое, Kondiešuo; оз, у 
11133; Берёзовое; оз 
11134; Берёзовое; д 
11135; Kuikkavuara; д 
11136; Берёзово, Кевятозера; д 
11137; Берёзово; д 
11138; Берёзовое; оз 
11139; Фоймогуба;  
11140; Путкозера, Патрово, Губа;  
11141; Фоймогуба;  
11142; Путкозеро, Мягозеро, Мягозеро, Путкозера;  
11143; Патрово;  
11144; Патрово, Кярзинским полем;  
11145; Фоймогуба;  
11146; Кобыльего озера;  
11147; Партносом, Морозихой;  
11148; Патрово, Тявзия;  
11149; Патрово;  
11150; Бездонного озерка; у 
11151; Полянка, Фоймогуба; к 
11152; Фоймогуба, Болото; к 
11153; Северная; к 
11154; Кярзино; к 
11155; Путкозера, Патрово;  
11156; Фоймогубским кряжем, Красной горой;  
11157; Путкозере, Чёрной губы;  
11158; Фоймогуба;  
11159; Патрово;  
11160; Патрово, Тявзинсокй; м 
11161; Фоймогуба;  
11162; Путкозера;  
11163; Путкозера, Шильти, Кярзино, Патрово, Погост, Северная;  
11164; Патрово;  
11165; Полянка, Фоймогуба;  
11166; Фоймогуба;  
11167; Кярзино;  
11168; Кярзино;  
11169; Путкозеру, Кярзино;  
11170; Кярзино;  
11171; Кярзино;  
11172; Кярзино;  
11173; Кярзино;  
11174; Кярзино;  
11175; Спировки, Ковшозера;  
11176; Пёковка; лес 
11177; Патрово, Хмельозера; м 
11178; Большом Хмельозере, Кокорка; о 
11179; Горной Даче, Хмельозера;  
11180; Патрово, Большого Хмельозера;  
11181; Большом Хмельозере, Рябовой губы;  
11182; Хмельоере, Большй;  
11183; Хмельозере, Кокора; у 
11184; Хмельозере;  
11185; Хмельозера;  
11186; Большом Хмельозере, Рябова острова;  
11187; Большого Хмельозера;  
11188; Рябово, Зимним, Кимозером;  
11189; Большом Хмельозере, Рябова; о, с 
11190; Патрово;  
11191; Хмельозера; у 
11192; Патрово;  
11193; Падмозера, Патрово;  
11194; ;  
11195; Скалистая возвышенность;  
11196; Ботвинщина;  
11197; Падмозеру; к 
11198; ;  
11199; Падмозере;  
11200; Кобыльего озера;  
11201; Большом Хмельозере, Удобный;  
11202; Патрово, Кривой горой; к 
11203; Патрово;  
11204; Патрово, Кривой горой; к 
11205; Патрово; к 
11206; Патрово, Спящий Дом семьи Мошниных, Харлово;  
11207; Патрово, Великая Нива;  
11208; Патрово, Покос;  
11209; Патрово;  
11210; Патрово, Пертозером, Шумячее;  
11211; Патрово, Кершницы; с 
11212; Большом Вилозере;  
11213; Тявзия;  
11214; Тявзия;  
11215; Тявзия;  
11216; Тявзия;  
11217; Падмозере, Пидсей;  
11218; Тявзия;  
11219; ;  
11220; Патрово, Тявзинской дороге;  
11221; Тявзия, Тявзинской дороги;  
11222; Падмозера, Тявзия; берег, у 
11223; Фоймогуба;  
11224; Тявзия;  
11225; Шильти, Мурдой;  
11226; Падьма, Шахта, Медная Яма;  
11227; Тявзия, Падмозеро, Пудос;  
11228; Падмозера;  
11229; Падмозеро, Тявзия, Пески;  
11230; Падмозеро;  
11231; Тявзия, Пидяеми;  
11232; Падмозере, Тявзия;  
11233; Тявзия, Падмозеру; к 
11234; Тявзии;  
11235; Патрово;  
11236; Патрово; д 
11237; ;  
11238; Вонторы;  
11239; Шильти; к 
11240; Шильти, Малой Гречинницей;  
11241; Полянка, Шильти; к 
11242; Шильти; к 
11243; Берёзовое;  
11244; Лукин Остров, Kaženpellot, Uuvvetpellot;  
11245; Большой мыс, Берёзовое; мыс, оз 
11246; Берёзовое; оз 
11247; Куженга, Берёзово, Нижняя Куженга; д 
11248; Берёзово; д 
11249; Лагна, Берёзово; д 
11250; Лагна, Верхняя Куженга, Берёзово; д 
11251; Берёзово; д 
11252; Берёзово; д 
11253; Лукина Острова;  
11254; Берёзово; д 
11255; Берёзово, Kangašlambi; д 
11256; Берёзовое; оз 
11257; Берёзовое;  
11258; Берёзово, Valgielambi, Alini Perttilambi; д, с 
11259; Берёзово, Keškimmäini Perttijärvi; д, с 
11260; Берёзово, Рува; д, к 
11261; Берёзовое;  
11262; Берёзово; д 
11263; Марковское, Берёзовое, Markkizenvuara; оз, д 
11264; Hobieniemi, Берёзово, Hobieniemi, Kahend'ärvenkeški, Марковским озером; оз, д 
11265; Марковское; оз 
11266; Берёзово, Берёзовое; д, оз 
11267; Берёзово, Марковское; д, оз 
11268; Берёзовое;  
11269; Берёзовое, Лукин Остров; оз 
11270; Берёзово; д 
11271; Лукин Остров;  
11272; Берёзово; д 
11273; Берёзово, Перти;  
11274; Берёзово, Филатовы; д 
11275; Берёзово; д 
11276; Берёзово; д 
11277; Берёзово; д 
11278; Perälambi, Берёзово; д 
11279; Берёзово; д 
11280; Мыс оз, Берёзовое; оз 
11281; Берёзовое; оз 
11282; Берёзово; д 
11283; Hobien'e, Марковское; оз 
11284; Марковское; оз 
11285; Тунгудское; оз 
11286; Лукин Остров;  
11287; Берёзово; д 
11288; Залив, Берёзовое, Ruogovodkanoja; оз 
11289; Берёзово; д 
11290; Ручей, Берёзовое; оз 
11291; Берёзово; д 
11292; Берёзово; д 
11293; Залив оз, Берёзовое; оз 
11294; Берёзово; д 
11295; Берёзовое; оз 
11296; Uuvvenpellonlahukka;  
11297; Берёзовое, Pieni Savilambi; оз 
11298; Койвуниеми;  
11299; Берёзовое; оз, к 
11300; Берёзовое, Лукин Остров; оз, мост 
11301; Берёзово; д 
11302; Берёзово; д 
11303; Берёзовое; оз 
11304; р. Šuarend'ogi, мельница Samsonovanmelliččä; р, с 
11305; Мост на Лукин Остров; с 
11306; Kuušuari, Kuotkuonn'okko;  
11307; Берёзово; д 
11308; Большой залив, Тунгудское; оз 
11309; Берёзово; д 
11310; Берёзовое, Тунгудское, Шарка;  
11311; Берёзово, Шавнялампи; д 
11312; Залив оз, Берёзовое, Берёзово, Poža, Hočinoja; оз, с, д 
11313; Берёзовое, Тунгудское;  
11314; Берёзовое; оз, к 
11315; Залив оз, Берёзовое; оз 
11316; Берёзовое; к, оз 
11317; Timonlakši, Берёзово; д 
11318; Берёзовое; оз 
11319; ;  
11320; Берёзовое;  
11321; Берёзово; д 
11322; Берёзовое, Лукин остров; оз, с 
11323; Лукин Остров;  
11324; Лукин Острова; у 
11325; Берёзово; д 
11326; Лукин Остров;  
11327; Берёзово, Озеро, Березово; д, дер 
11328; Берёзовое, Марковское, Маркова Гора; д 
11329; Берёзово; к, д 
11330; Берёзово; д 
11331; Берёзовое; оз 
11332; Лукин Остров; берег 
11333; Берёзово; д 
11334; Серноярви, Берёзовое, Viiru; оз 
11335; Šuarend'ogi, Alimmaini Diälambi, Alini Perttijärvi; р 
11336; Берёзовое, D'oučensuari; оз, с 
11337; Берёзово, Alimmaini Diälambi; д, оз 
11338; Верхняя Куженга, Берёзово; д 
11339; Берёзово; д 
11340; Kuužengijogi; р 
11341; Берёзовое; д 
11342; Тунгуда; д 
11343; Тунгуда, Тунгудское озеро; р 
11344; Тунгуда; д 
11345; Тунгуда, Tunguolambi; д, оз 
11346; Тунгуда, Hiedizoja; д 
11347; Ручей, Koismusd'ärvi; оз 
11348; Тунгуда; д 
11349; Тунгудского озера;  
11350; Тунгуда; д 
11351; Шильтя;  
11352; Шильти; к 
11353; Шильти; к 
11354; Полянка, Шильти;  
11355; Большом Хмельозере, Шильтя;  
11356; Шильтя;  
11357; Ручей, Шильтя; к 
11358; Шильти; к 
11359; Шильтя;  
11360; Шильтя, Боровой полянки;  
11361; Шильтя;  
11362; Большого Хмельозера;  
11363; Шильте;  
11364; Шильтя;  
11365; Шильтя;  
11366; Шильти;  
11367; Шильтя;  
11368; Шильти; к 
11369; Шильти; к 
11370; Полянки, Шильти; м, к 
11371; Шильти;  
11372; Шильти; к 
11373; Шильти; к 
11374; Шильти; к 
11375; Шильти; к 
11376; Шильти; к 
11377; Шильти, Ёлкиным болотом, Спировки;  
11378; Шильти; к 
11379; Шильти; к 
11380; Шильти;  
11381; Полянки, Шильти; к 
11382; Шильти;  
11383; Шильти;  
11384; Шильти; к 
11385; Шильти; к 
11386; Малая Шильтя, Малую Оргу, Большую Оргу, Среднюю Оргу;  
11387; Шильти; м, к 
11388; Шильти; к 
11389; Шильти; к 
11390; Полянка, Шильти; к 
11391; Шильти; к 
11392; Шильтя;  
11393; Полянка, Шильти; к 
11394; Кобыльего озера, Путку, Шильтей;  
11395; Шильтя;  
11396; Шильти; к 
11397; Путкозера;  
11398; Шильти; к 
11399; Шильти; к 
11400; Шильти; к 
11401; Шильти; к 
11402; Шильти; к 
11403; Шильти; к 
11404; Шильти, Малая Шильтя; к 
11405; Шильтей, Палтегой, Великой Нивы;  
11406; Шильти Пожня, Шильти; к, с 
11407; Шильти; к 
11408; Патрово, Покосы; с 
11409; Сельга, Шильти;  
11410; Шильтя;  
11411; Шильти; к 
11412; Шильти; к 
11413; Харллово;  
11414; Ширшиных, Харлово;  
11415; Харлово;  
11416; Харлово;  
11417; Харлово; к 
11418; Харлово Возвышенность; к, з 
11419; Харлово; к 
11420; Харлово;  
11421; Харлово;  
11422; Полянка, Харлово;  
11423; Харлово;  
11424; Харлово;  
11425; Харлова, Хмельозера, Спировки, Ковшозеро, Спировки, Путкозеро; к, м 
11426; Лесной бор, Спировки, Кирюговкой, Спировки, Харлово; бор, к 
11427; Харлово;  
11428; Харлово; к 
11429; Харлово;  
11430; Харлово; к 
11431; Харлово;  
11432; Харлово; м, к 
11433; Харлово;  
11434; Харлово; к 
11435; Пожни, Харлово; к 
11436; Харлово, Пожни; к, у 
11437; Харлово;  
11438; Харлово;  
11439; Харлово; у 
11440; Харлово; к 
11441; Харлово; к 
11442; Каменнике, Харлово; к 
11443; Харлово, Хмелезеру; к 
11444; Харлово;  
11445; Патрово, Харлово;  
11446; Харлово;  
11447; Поляны, Харлово; к 
11448; Харлово;  
11449; Харлово;  
11450; Харлово;  
11451; Харлово;  
11452; Харлово; к 
11453; Харлово; м, к 
11454; Харлово; к 
11455; Харлово; к 
11456; Харлово;  
11457; Харлово, Вьнке, Ковшезера; к 
11458; Харлово, Кондезера; к 
11459; Харлово; к 
11460; Харлово;  
11461; Харлово; к 
11462; Тропа, Харлово, Кондезера;  
11463; Харлово; к 
11464; Харлово; к 
11465; Тропинка, Харлово; к 
11466; Харлово;  
11467; Харлово;  
11468; Фоймогубы; к 
11469; Фоймогубы; к 
11470; Падьмы, Фоймогубский завод;  
11471; Патрово, Покос; с 
11472; Путкозера, Харлово;  
11473; Харлово; к 
11474; Торпинка, Харлово; м, к 
11475; Харлово, Высоким бором;  
11476; Харлово, Нижней Лужи;  
11477; Харлово;  
11478; Лесной бор, Спировка; бор, к 
11479; Спировки;  
11480; Вьюнке, Спировка, Путкозером;  
11481; Ковшезеро;  
11482; Тунгуда; д 
11483; Тунгуда; д 
11484; Спировки; к 
11485; Генорской реки, Ковшозеро;  
11486; Тунгуда Keškikylä; д 
11487; Хмельозера, Ковша;  
11488; Тунгуда; д 
11489; Спировки; к 
11490; Ковшезера;  
11491; Патрово, Спировки;  
11492; Вьюнка, Спировкой, Путкозером, Пронькинской, Харловской;  
11493; Тунгуда; р 
11494; Тунгуда, Тунгуда; р, д 
11495; Спировки; к 
11496; Спировки; к 
11497; Спировки; к 
11498; Тунгуда; д 
11499; Полянки, Спировки;  
11500; Тунгуда; д 
11501; Тунгуда, Vuara, Keškikylä; д 
11502; Тунгуда; д 
11503; Koismusd'ärvi; оз 
11504; Спировки; м, к 
11505; Тунгуда, Тунгуда; р, д 
11506; Лесной бор, Спировки; бор, к 
11507; Берёзовое;  
11508; Спировки; к 
11509; Спировки; к 
11510; Тунгуда; д 
11511; Спировки; к 
11512; ;  
11513; Путкозеро, Спировка; к 
11514; Тунгуда; д 
11515; Спировки;  
11516; Ковшезера; у 
11517; Спировки; к 
11518; Тунгуда; д 
11519; Спировки; к 
11520; Спировки; к 
11521; Ковшезере, Песочком, Чернёвским носом;  
11522; Ковшезеро, Черневского носа;  
11523; Тунгуда; р 
11524; Тунгуда; д 
11525; Тунгуда; д 
11526; Спировки, Высоким бором, Кирюговкой;  
11527; Раковом Бору, Спировки, Ковшезера; у 
11528; Спировки; у, оз 
11529; Тунгуда; р 
11530; Ковшозером, Морошкиным болотом, Ковшозера;  
11531; Ковшозеро;  
11532; Тунгуда; д 
11533; Ковшозеро, Ближний Наволок, Средний Наволок, Власовка, Новино; у 
11534; Патрово, Путкозера;  
11535; Тунгуда; д 
11536; Тунгуда; р 
11537; Путкозеро, Ковшозеро;  
11538; Ковшезера, Ближнего Наволока;  
11539; Путкозеро, Спировка;  
11540; Ковшезера;  
11541; Спировки;  
11542; Спировки;  
11543; Харлово, Патрово, Путкозера; к 
11544; Патрово, Путкозера, Покос; к 
11545; Харлово; к 
11546; Харлово; к 
11547; Митино; лес, д 
11548; Ковшозером, Семёновским бором;  
11549; Спировки;  
11550; Ковшезером, Семёновским бором;  
11551; Спировки, Харлово;  
11552; Поле; у 
11553; Миж, Вегорукским наволоком;  
11554; Мудр; к 
11555; Ламбасручей;  
11556; Ламбасручей; к 
11557; Ламбасручей;  
11558; Умпогубе, Онежского озера, Ламбасручей;  
11559; Тунгуда; д 
11560; Тунгуда; д 
11561; Räbölä, Тунгуда; д 
11562; Тунгуда; д 
11563; Тунгуда; д 
11564; Тунгуда; д 
11565; Тунгуда; д 
11566; Tunguonlambi; оз 
11567; Упогубе, Онежского озера, Ламбасручей; к 
11568; Тунгуда; д 
11569; Березовое; оз 
11570; Тунгуда; д 
11571; Тунгуда; д 
11572; Тунгуда; д 
11573; Тунгуда; д 
11574; Тунгуда; д 
11575; Тунгуда; д 
11576; Тунгуда, Тунгуде; д 
11577; Šuarilambi, Osipalambi, Ручей;  
11578; Тунгуда; д 
11579; Тунгуда; д 
11580; Suavanlambi; у 
11581; Тунгуда; д 
11582; Тнугда; д 
11583; Koismusd'ärvi; оз 
11584; Тунгудское, Берёзовое;  
11585; Тунгуда, Нигалмы; д 
11586; Тунгуда; д, оз 
11587; ;  
11588; Тунгуда; д 
11589; Тунгуда; д 
11590; Ламбасручей; д 
11591; Леликозеро;  
11592; Ламбасручей; д 
11593; Ламбасручей; д 
11594; Ламбасручей; д 
11595; Ламбасручей; д 
11596; Ламбасручей; д, у 
11597; Уницкой губе, Онежского озера, Миж;  
11598; Умпага, Зеленого наволока;  
11599; Ламбасручей, Леликозеру; д, к 
11600; Болото, Ламбасручей, Умпага; с, з, д, к 
11601; Гора;  
11602; Умпага, Ламбасручей; к, с, з, д 
11603; Умпага, Онежского озера, Ламбасручей; к, с, з, д 
11604; Луда, Калейнаволока; м, к 
11605; Леликозеру; к 
11606; Ламбасручей;  
11607; Канавы; с 
11608; Мудр, Ламбасручей; м, к, д 
11609; Мудр, Ламбасручей; м, к, д 
11610; Ламбасручей, Вёгоруксы, Великую губу; д, к 
11611; Ламбасручей; д 
11612; Ламбасручей; к, д 
11613; Ламбасручей; д 
11614; Ламбасручей; д 
11615; Ламбасручей, Красной Сельги; д 
11616; Леликозере, Виговскую губу;  
11617; Ламбасручей; д 
11618; Уницкую губу, губу Умпагу, Миж, Вегогрукский Наволок;  
11619; Ламбасручей; д 
11620; Ламбасручей; д, к, с 
11621; Умпогубе, Ламбасручей, Кожевенным островом; д 
11622; Мудр;  
11623; Ламбасручей; д 
11624; Большой Нурмицы;  
11625; Луда, Ламбасручей; з, д, к, с 
11626; Ламбасручей, Леликозеру; д, к 
11627; Ламбасручей, Коноваловский хутор; д 
11628; ;  
11629; Ламбасручей; к, с, д 
11630; Поле, Поньгоры; д 
11631; Умпогубе, Черный, Омелин;  
11632; Уницкой губе, Миж; з 
11633; Ламбасручей; к, д 
11634; Ламбасручей; д 
11635; Миж, Зеленым наволоком;  
11636; Ламбасручей; к, с, з, д 
11637; Ламбасручей; к, д 
11638; Умпогубе, Черный, Верхний;  
11639; Умпогубе, Средний, Ламбасручей; д 
11640; Ламбасручей; к, с, з, д 
11641; Онежском озере, Ламбасручей; д 
11642; Умпагубы;  
11643; Ламбасручей; у, д 
11644; Пожня, Ламбасручей; к, д 
11645; Умпагубе, Онежского озера, Ламбасручей, Верхний, Средний; к, д 
11646; Ламбасручей; д 
11647; Поньгома, Вокшезеро, Белого моря, Телячем Наволоке, Сягов, Вологодской губернии, Кивечкины, Петровы, Горькие; с 
11648; Домашней Губе, Белого моря, Поньгома; к, с 
11649; Белого моря, Рязнаволока, Поньгома; у, к, с 
11650; Белого моря, Поньгома; к, с 
11651; Юдомнаволока; у 
11652; Домашней Губы, Поньгома; с 
11653; Поньгома;  
11654; Белом море, Поньгома; к, с 
11655; Белом море, Поньгома; к, с 
11656; Белое море, Кузема; р 
11657; Поньгома; с 
11658; Поньгома; с 
11659; Миж, Вёгорукским наволоком;  
11660; Ламбасручей; к, д 
11661; Миж, Мижостров; к, с, з, д 
11662; Мижостров; к, д 
11663; Миж;  
11664; Миж;  
11665; Мижостров; д 
11666; Губа, Миж, Мижостров; к, д 
11667; Мижостров; с, д 
11668; Мижостров; к, д 
11669; Мижостров; к, д 
11670; Умпагубе, Мижостров; д 
11671; Мижостров; д, с 
11672; Мижостров; д 
11673; Мижостров; д 
11674; Вёгорукского Наволока;  
11675; Мижостров; к, д 
11676; Миж;  
11677; Куреки; губ 
11678; Мижостров; с, д 
11679; Миж, Мижостров; к, с, з, д 
11680; Мижостров; к, д 
11681; Миж, Мижостров; к, с, з, д 
11682; Миж, Мижостров; д 
11683; Миж, Ламбасручей; д 
11684; Губа, Миж, Шумячего полуострова; к 
11685; Луда, Зародного наволока; м, к 
11686; Миж; с 
11687; Луда, Песчаной луды; к 
11688; Губа, Мижострова, Мижостров; к, с, з, д 
11689; Миж, Мижостров; к, с, з, д 
11690; Миж, Уницкой губе;  
11691; Мижостров, Пан-камню; с, з, д 
11692; Миж, Ламбасручей; д 
11693; Уницкой губе, Уницкую губу, Умпагубы, Ламбасручей; к, д 
11694; Миж;  
11695; Еврейская Биржа;  
11696; Мижостров; д, к 
11697; Умпага, Онежского озера, Мижостров; к, д 
11698; Пяжгубы;  
11699; Миж, Мижостров; м, к, д 
11700; Мижостров; с 
11701; Губа, Миж, Перевозного наволока; к 
11702; Куреки; к, губ, с 
11703; Миж;  
11704; Миж;  
11705; Миж, Мижостров; м, к, с, з, д 
11706; Миж;  
11707; Губа, Миж, Мижостров; к, з, д 
11708; Чёрной губы;  
11709; Миж, Чёрной губы; к 
11710; Чёрной губе, Миж; м, к 
11711; Миж, Оловянница; к 
11712; Луда, Умпага, Перевозного наволока, Мижостров; м, к 
11713; Умпага, Мижостров; с, д, з 
11714; Мижостров; к, д 
11715; Мижостров; с, з, д 
11716; Мижостров; м, с, з, д 
11717; Мижостров; м, с, з, д 
11718; Мижостров; м, к, д 
11719; Мижостров; м, к, д 
11720; Миж;  
11721; Миж;  
11722; Умпогубе, Онежского озера, Миж;  
11723; Мижостров; з, д 
11724; Миж, Мижостров, Подосинье, Северо-Соломенное; с, з, д 
11725; Миж;  
11726; Губа, Миж;  
11727; Макарьевой губки, Миж;  
11728; Мижостров, Под камень; с, з, д 
11729; Миж, Мижостров; к, с, з, д 
11730; Барановщины, Миж; з 
11731; Миж, Коноваловщины; к, з 
11732; Ламбасручей; д 
11733; Миж;  
11734; Покровской богоматери, Ламбасручей; д 
11735; Покос;  
11736; Ламбасручей; м, к, д 
11737; Ламбасручей; д 
11738; Смоливого Бора;  
11739; Ламбасручей; с, д 
11740; Ламбасручей; к, д 
11741; Ламбасручей; д 
11742; Покос;  
11743; Ламбасручей; д 
11744; Поле;  
11745; Заарожье, Трестьянка, Ламбасручей; д 
11746; Ламбасручей; д 
11747; Ламбасручей; д 
11748; Ламбасручей; д 
11749; Мыс, Ламбасручей; д 
11750; Ламбасручей; к, д 
11751; Ламбасручей; д, ул 
11752; Ламбасручей, Космозере, Судмозерки;  
11753; Болото, Усть; к, д 
11754; Ламбасручей, Ламбасручей; д 
11755; Ламбасручей; к, д 
11756; Ламбасручей; д 
11757; Белого моря, Поньгома, Кузема; с 
11758; Дедовой Губы, Белого моря, Поньгома; к, с 
11759; Белого моря, Поньгома; к, с 
11760; Белом море, Поньгома; с 
11761; Пожня, Поньгома; к, с 
11762; Белого моря, Поньгома; с 
11763; Белого моря, Нюхча; с 
11764; Белого моря, Поньгома; с 
11765; Белого моря, Поньгома; с 
11766; Белом море, Поньгома; к, с 
11767; Летняя Река; д 
11768; Белого моря, Кезикульском острове;  
11769; Летней Реки; к 
11770; Белом море, Шуерецкое; с 
11771; Белом море, Шуерецкое; с 
11772; Белом море, Кемь; г 
11773; Белом море, Северный Коловар, Пёсья Луда; о 
11774; Кемь; г, с 
11775; Белом море, Муравейных островов; с, у 
11776; Белом море, Кемь; г 
11777; Белом море, Кемь; г 
11778; Белом море, Кемь; г 
11779; Белом море, Кемь, Берёзовыми островами; г, с 
11780; Белом море, Кемь; к, г 
